nombreArtista,urlArtista,urlCancion,letraCancion
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/a-bailar-empezo-la-fiesta-la-barra.php,"Hey!, Hey!, Oye, Oye Óyeme, Óyeme Esto es La Barra, pa ti Fiesta, a bailar, fiesta, a bailar fiesta, a bailar, fiesta, a bailar Está bueno, pa bailarlo está bueno, pa' gozarlo está bueno, ay, que rico está! ---------------------------------------------------------------------- Empezó la fiesta, oigan la bulla hey! Esto es para gozar acá hay mujeres, vino y cerveza pues esto sigue hasta que amanezca Y las mujeres que están aquí que lindas, ay, que lindas son! y las mujeres que están aquí que lindas, ay, que lindas son! Y los hombres desesperan y los hombres desesperan y los hombres desesperan desesperan, desesperan Y los hombres ay, ay, ay, que contentos están y los hombres ay, ay, que contentos están Aquí hay mujeres para agarrarlas aquí hay mujeres de todos lados http://www.coveralia.com/letras/a-bailar-empezo-la-fiesta-la-barra.php                          ;                  aquí hay mujeres bellas y hermosas aquí hay mujeres para bailar Bailar, para bailar bailar, para bailar Aquí hay mujeres para agarrarlas aquí hay mujeres de todos lados aquí hay mujeres bellas y hermosas aquí hay mujeres para bailar Y los hombres desesperan y los hombres desesperan y los hombres desesperan desesperan, desesperan Vamos a bailar, con esas mujeres vamos a bailar, con esas mujeres Queremos saber, con la que se puede queremos saber, con la que se puede bailar Las que están solteras,   que hagan una bulla Las que están casadas,   que no digan nada Las que tienen novios,   quédense calladas Y las divorciadas,   las divorciadas,   Las divorciadas, con las solteras y todos a bailar, bailar Vamos a bailar! "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/a-fuego-lento-la-barra.php,"A fuego lento tu mirada, A fuego lento tú o nada, vamos tramando esta locura Con la fuerza de los vientos y el calor de la ternura. Sigue el camino del cortejo A fuego lento, a fuego viejo, Sigo avivando nuestra llama, Con todo lo que te quiero y lo mucho que me amas. A fuego lento me haces agua, Contigo tengo el alma enamorada, Me llenas, me vacías, me desarmas, Ay, ay, amor cuando me amas. A fuego lento revoltosas, Caricias que parecen mariposas Se cuelan por debajo de la ropa Y van dejando el sentimiento amor forjado a fuego lento. A fuego lento mi cintura, A fuego lento y con lisura, Vamos tramando este alboroto Con la danza de los mares y el sabor del poco a poco. Sigo el camino del cortejo, A fuego lento, a fuego añejo, http://www.coveralia.com/letras/a-fuego-lento-la-barra.php                          ;                  Sigo avivando nuestra llama, Tantos días como sueños, tantos sueños que no acaban. A fuego lento me haces agua, Contigo tengo el alma enamorada, Me llenas, me vacías, me desarmas, Ay, ay, amor cuando me amas. A fuego lento revoltosas, Caricias que parecen mariposas Se cuelan por debajo de la ropa Y van dejando el sentimiento Amor forjado a fuego lento. A fuego lento me haces agua, Contigo tengo el alma enamorada, Me llenas, me vacías, me desarmas, Ay, ay, amor cuando me amas. A fuego lento revoltosas, Caricias que parecen mariposas Se cuelan por debajo de la ropa Y van dejando el sentimiento Amor forjado a fuego lento. "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/a-que-vuelve-la-barra.php,"Ahí donde usted la vecon un trago entre sus manosdiciéndole a sus amigasque no es feliz a mi lado.Aparenta estar alegrepero está fingiendopor fuera se ve contentapero por dentro se está muriendo.Que no puede estar sin míporque yo soy especialse que a nadie va a encontrar a que vuelve, a que vuelveapuesto a que vuelvete aseguro que vuelvete lo puedo yo jurar.Que no puede estar sin miporque yo soy especialse que a nadie va a encontrar a que vuelve, a que vuelveapuesto a que vuelvehttp://www.coveralia.com/letras/a-que-vuelve-la-barra.php                          ;                  te aseguro que vuelvepues no puede estar sin mi.Detrás de mi boquitadetrás de mis ojitosy de lo machazo que soya que vuelve.A que vuelvea que vuelvea que vuelvea que vuelve.En busca de este fuegoque le quema por dentrono importa lo que digaa que vuelveA que vuelvea que vuelvea que vuelvea que vuelve."
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/a-que-vuelve---pa--los-que-sufren---hagamos-derroche-la-barra.php,"Ahí donde usted la ve con un trago entre sus manos diciéndole a sus amigas que no es feliz a mi lado aparenta estar alegre pero está fingiendo por fuera se ve contenta pero por dentro se está muriendo Es que no puede estar sin mí, porque yo soy especial sé que a nadie va a encontrar, a que vuelve, a que vuelve apuesto a que vuelve, te aseguro que vuelve te lo puedo yo jurar Es que no puede estar sin mí, porque yo soy especial sé que a nadie va a encontrar, a que vuelve, a que vuelve apuesto a que vuelve, te aseguro que vuelve pues no puede estar sin mí Detrás de mi boquita, detrás de mis ojitos y de lo machoso que soy, a que vuelve, a que vuelve a que vuelve, a que vuelve, a que vuelve En busca de este fuego que le quema por dentro no importa lo que diga, a que vuelve, a que vuelve a que vuelve, a que vuelve, a que vuelve Es que no puede estar sin mí, porque yo soy especial sé que a nadie va a encontrar, a que vuelve, a que vuelve apuesto a que vuelve, te aseguro que vuelve te lo puedo yo jurar Detrás de mi boquita, detrás de mis ojitos y de lo machoso que soy, a que vuelve, a que vuelve a que vuelve, a que vuelve, a que vuelve apuesto a que vuelve, te aseguro que vuelve pues no puede estar sin mí A que vuelve, a que vuelve, a que vuelve, a que vuelve a que vuelve, a que vuelve, a que vuelve, a que vuelve ---------------------------------------------------------------------- Mi merengue va pa, pa, pa los que sufren pa los que sufren el triunfo de los demás Mi merengue es para aquellos, los que pretenden lograr que uno que venga de abajo nunca pueda progresar Para aquellos que se piensan que otros que vienen detrás hay que prohibirlos temprano para que no puedan llegar Mi merengue va pa, pa, pa los que sufren pa los que sufren el triunfo de los demás Y la vida es una siembra y hay que saber sembrar siembra cariño mi hermano, cariño va a cosechar Quizás el mal que se haga nunca lo llegue a pagar pero acuérdense que sus hijos vienen caminando atrás Mi merengue va pa, pa, pa los que sufren pa los que sufren el triunfo de los demás Parece que en este mundo está prohibido triunfar http://www.coveralia.com/letras/a-que-vuelve---pa--los-que-sufren---hagamos-derroche-la-barra.php                          ;                  y si uno saca la cabeza, ahí se la quieren bochar A todo el que a mí me escuche le quiero solicitar que por nada en la vida, nunca des un paso atrás Mi merengue va pa, pa, pa los que sufren pa los que sufren el triunfo de los demás Mi merengue va pa, pa, pa los que sufren pa los que sufren el triunfo de los demás Que se mueran de envidia, que sufran que se mueran de envidia, que sufran que se mueran de envidia, que sufran que se mueran de envidia, que sufran Mi merengue va pa, pa, pa los que sufren pa los que sufren el triunfo de los demás Mi merengue va pa, pa, pa los que sufren pa los que sufren el triunfo de los demás Que se mueran de envidia ---------------------------------------------------------------------- Ay, que noche aquella!, la que pasé contigo quiero repetirla, por Dios te lo pido ven dame tus besos, dame tu pasión no me niegues tu cariño, no me niegues más tu amor Te estoy implorando, mi amor, hagamos derroche te lo ruego vida mía, repíteme aquella noche no me desesperes, no me hagas sufrir tanto ay, juro que aquella noche hoy la sigo recordando Sabes vida mía que te quiero, y es por eso que si tú no estás me muero A ti nomás, te doy mis besitos a ti nomás, te doy cariñitos a ti nomás, te estoy esperando a ti nomás, me tienes loquito Sabes vida mía que te quiero, y es por eso que si tú no estás me muero A ti nomás, no seas tan malita a ti nomás, tú eres mi chiquita a ti nomás, mi niña bonita a ti nomás, bendita sonrisa Sabes vida mía que te quiero, y es por eso que si tú no estás me muero A ti nomás, yo quiero otra noche a ti nomás, ven dame otra noche a ti nomás, que se repita esa noche a ti nomás, que sea de amor un derroche "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/abrazame-la-barra.php,"Abrázame, y no me digas nada, sólo abrázame me basta tu mirada para comprender que tú te irás Abrázame, como si fuera ahora la primera vez como si me quisieras hoy igual que ayer, abrázame Si tú te vas, te olvidarás que un día hace tiempo ya cuando éramos aún niños me empezaste a amar y yo te di mi vida y te vas Si tú te vas, ya nada será nuestro, tú te llevarás en un sólo momento una eternidad me quedaré sin nada, si te vas Abrázame, y no me digas nada sólo abrázame no quiero que te vayas pero sé muy bien que tú te irás Abrázame, como si fuera ahora la primera vez como si me quisieras hoy igual que ayer, abrázame http://www.coveralia.com/letras/abrazame-la-barra.php                          ;         Si tú te vas, me quedará el silencio para conversar la sombra de tu cuerpo y la soledad serán mis compañeras si te vas Si tú te vas se irá contigo el tiempo y mi mejor edad te seguiré queriendo cada día más esperaré a que vuelvas si te vas Si tú te vas, me quedará el silencio para conversar la sombra de tu cuerpo y la soledad serán mis compañeras si te vas Si tú te vas se irá contigo el tiempo y mi mejor edad te seguiré queriendo cada día más esperaré a que vuelvas si te vas "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/adios-amor-la-barra.php,"ven, ya no sigas fingiendosi te vas de mi y yo se porquetienes otro amor.ven no pienses en herirme,tu sabes de lo que senti por tiya no hay mas que hablar,no hay mas que decir,vete antes que no te deje ir.http://www.coveralia.com/letras/adios-amor-la-barra.php                          ;                  adios amor, vete si alguien te esperaadios amor, no mires hacia atrasadios amor, no me mires llorando.si te vas hoy de mi vida algun dia esta herida cerrará.ven...no pienses en herirme..."
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/agua-pasada-la-barra.php,"Se marcho sin decir una palabra Sin saber cuanto yo la amaba Se marcho por mi tonto orgullo Y el dolor de creer  que ella no me importaba Se marcho extraño hoy su mirada Su pasión todo lo  que me daba Siento hoy haber sido el culpable de su adiós Sin su amor mi vida ya no es nada Y es que su adiós Me ha de dejado un vació en el alma Y el corazón me grita fuerte que aun la ama Y la razón me insiste que debí olvidarla, pues Ya no soy parte de su vida, dueño de su cama Y es que su adiós Me ha de dejado un vació en el alma Y este dolor y de ella sin poder amarla Quema mi interior como un fuego que nunca se apaga http://www.coveralia.com/letras/agua-pasada-la-barra.php                          ;                  Me hace recordar que solo soy Agua pasada Se marcho extraño hoy su mirada Su pasión todo lo  que me daba Siento hoy haber sido el culpable de su adiós Sin su amor mi vida ya no es nada Y es que su adiós Me ha de dejado un vació en el alma Y el corazón me grita fuerte que aun la ama Y la razón me insiste que debí olvidarla, pues Ya no soy parte de su vida, dueño de su cama Y es que su adiós Me ha de dejado un vació en el alma Y este dolor y de ella sin poder amarla Quema mi interior como un fuego que nunca se apaga Me hace recordar que solo soy Agua pasada"
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/agua-que-no-has-de-beber-la-barra.php,"Agua que no has de beber,   déjala, déjala correr   Si andas enamorado y otra boca has besado no juegues con fuego que te irás quemando Si sigues adelante mañana será tarde con una es bastante   Agua que no has de beber,   déjala, déjala correr   Agüita que provoca agüita que provoca te quemarás la boca te quemarás la boca Deja que se vaya esa agüita que te engaña deja que se vaya, que se vaya Agua que no has de beber,   http://www.coveralia.com/letras/agua-que-no-has-de-beber-la-barra.php                          ;                  déjala, déjala correr   Si alguien te quita el sueño no muerdas el anzuelo frena tus deseos no sigas con eso Deja correr el agua déjala que se vaya ve perdiendo gatas   Agua que no has de beber,   déjala, déjala correr Agüita que provoca agüita que provoca te quemarás la boca te quemarás la boca Deja que se vaya esa agüita que se vaya deja que se vaya, que se vaya Agua que no has de beber,   déjala, déjala correr "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/agua--fuego-y-viento-la-barra.php,"Dame un poco más de tu amor para sentirme mejor y recordar tu cara junto al final y adivinar que pronto voy a estallar Por eso dame, dame un poco más de tu amor para sentirme mejor ya inventaré alguna forma de amar algo que tú jamás podrás olvidar Por eso quiero, todo en un momento, agua, fuego y viento es el sentimiento que no voy a esconder Por eso quiero, todo en un momento, agua, fuego y viento labios sobre labios, besos contra besos Dame un poco más de tu amor para sentirme mejor http://www.coveralia.com/letras/agua--fuego-y-viento-la-barra.php                          ;                  ya inventaré alguna forma de amar algo que tú jamás podrás olvidar Por eso quiero, todo en un momento, agua, fuego y viento es el sentimiento que no voy a esconder Por eso quiero, todo en un momento, agua, fuego y viento labios sobre labios, besos contra besos Todo en un momento, agua, fuego y viento es el sentimiento, no voy a esconderlo Todo en un momento, agua, fuego y viento labios sobre labios, besos contra besos Todo en un momento... "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/ahora-me-llora-la-barra.php,"No vengas ahora a decirme que por mi amor tú te estas muriendoque cuando yo te quería, decías que nopues yo no entiendo.Yo te di mi vida enteray mi corazón no lo aprovechastefueron noches de dolorlas que pase cuando te marchaste.La vida que gira y giracomo una tómbola de muchas vueltasy ahora estas arrepentidavienes llorando frente a mi puerta.Ahora me llora, ahora me lloraAhora me llora, ahora me lloraAhora me llora, mira cómo lloraAhora me llora, Oye!No vengas ahora a decirme que por mi amor tú te estas muriendoque cuando yo te quería, decías que nopues yo no entiendo.Yo te di mi vida enteray mi corazón no lo aprovechastehttp://www.coveralia.com/letras/ahora-me-llora-la-barra.php                          ;                  fueron noches de dolorlas que pase cuando te marchaste.La vida que gira y giracomo una tómbola de muchas vueltasy ahora estas arrepentidavienes llorando frente a mi puerta.Ahora me llora, esa señoraAhora me llora, ahora me lloraAhora me llora, viene suplicandoAhora me llora, pero que vuelva con ella y no.Ahora me llora, esa señoraAhora me llora, ahora me lloraAhora me llora, viene suplicandoAhora me llora, pero que vuelva con ella y no.Llora que llorar llora, por malapor mi cariño llora, mala, malaLlora que llorar llora, por mi cariño llora, ahora me lloraLlora que llorar llora, ella me llorapor mi cariño llora, viene suplicando que vuelva con ella y no."
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/alegria-la-barra.php,"Hay mucha alegría aquí, hay mucha alegría es que La Barra está contenta, es que La Barra está encendida Todos los muchachos que vengan que busquen su pareja todas las mujeres que vengan salgan a bailar Y cuando se acabe la noche no se vayan tristes hay que disfrutar de la vida que es un carnaval Como decía la reina de la salsa hay que vivir, hay que cantar no hay que tener penas en el corazón hay que disfrutar de la vida y el amor Alegría que la noche no termina olvidate de las penas vamos a bailar Alegría, alegría y mucha fiesta las penas se van cantando es un carnaval Ay, no hay que llorar que la vida es un carnaval http://www.coveralia.com/letras/alegria-la-barra.php                          ;                  que las penas se van cantando Como decía la reina de la salsa hay que vivir, hay que cantar no hay que tener penas en el corazón hay que disfrutar de la vida y el amor Alegría que la noche no termina olvidate de las penas vamos a bailar Alegría, alegría y mucha fiesta las penas se van cantando es un carnaval Ay, no hay que llorar que la vida es un carnaval que las penas se van cantando Alegría que la noche no termina olvidate de las penas vamos a bailar Alegría, alegría y mucha fiesta las penas se van cantando es un carnaval "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/amame--seduceme-la-barra.php,"Cómo fue? que caí en tu trampa, no lo sé, pero igual me encanta a mis pies, siempre una mujer ahora estoy perdido, ahora estoy herido Cómo fue? sólo una mirada me envolvió cómo llamarada debe ser algo que hay en ti y así poco a poco me vuelvo loco Hoy sólo quiero estar contigo porque hoy quiero darte todo mi amor Ámame, sedúceme, déjame soñar, tómame en tus brazos Ámame, sedúceme, déjame jugar, siempre entre tus labios Ámame, sedúceme, déjame soñar, tómame en tus brazos Ámame, sedúceme, déjame jugar, siempre entre tus labios Cómo fue? que caí en tus manos ahora sé, que no ha sido en vano encontré tu perfume aquí lo robó mi almohada una madrugada Cómo fue? que mordí el anzuelo de tu piel http://www.coveralia.com/letras/amame--seduceme-la-barra.php                          ;                  que arde como el fuego, fue tal vez al acariciar tu pasión desnuda y no tuve duda Hoy sólo quiero estar contigo porque hoy quiero darte todo mi amor Ámame, sedúceme, déjame soñar, tómame en tus brazos Ámame, sedúceme, déjame jugar, siempre entre tus labios Ámame, sedúceme, déjame soñar, tómame en tus brazos Ámame, sedúceme, déjame jugar, siempre entre tus labios  , déjame soñar, tómame en tus brazos  , déjame jugar, siempre entre tus labios Ámame, sedúceme, déjame soñar, tómame en tus brazos Ámame, sedúceme, déjame jugar, siempre entre tus labios "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/amaneceremos-la-barra.php,"Y sigue la alma arriba, sigue la palma arriba acelerando, acelerando, sí, sí Estamos de fiesta y amaneceremos así, amaneceremos así, amaneceremos así así y amaneceremos así Si estás pensando en dejarme mi corazón no va a aceptar una lluvia de tristeza en mi vida ha de quedar Eres la mujer que amo y no dejaré de amar mi querer es tan inmenso y a ti no voy a renunciar Ya no puedo vivir   regresa por favor   ay, tú eres mi esperanza   ay, no me dejes nunca   Si estás pensando en dejarme mi corazón no va a aceptar una lluvia de tristeza en mi vida ha de quedar Eres la mujer que amo y no dejaré de amar mi querer es tan inmenso y a ti no voy a renunciar No me dejes, no me dejes, no me dejes mira que voy a enloquecer http://www.coveralia.com/letras/amaneceremos-la-barra.php                          ;                  no me dejes, no me dejes, no me dejes no sé vivir sin tu querer Que mi corazón no va aceptar que tú lo dejes solito que mi corazón no va a aceptar vivir sin tu cariñito Ya no puedo vivir   regresa por favor   ay, tú eres mi esperanza   ay, no me dejes nunca   Una cadena de pena la que baja por mi vida una cadena de pena ay, amor si tú me dejas No me dejes, no me dejes, no me dejes mira que voy a enloquecer no me dejes, no me dejes, no me dejes no sé vivir sin tu querer Que mi corazón no va aceptar que tú lo dejes solito que mi corazón no va a aceptar vivir sin tu cariñito Ya no puedo vivir   regresa por favor   ay, tú eres mi esperanza   ay, no me dejes nunca   "
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/amor-de-escuela-la-barra.php,"Yo a tu casa no puedo no ir, tú a la mía no puedes venirPorque tus padres y los míos se oponendicen q somos muy jóvenes para llevar un amorY que importa lo q digan sólo se que nos queremosnuestro amor no es amor pasajeroy hasta tenemos la semana mi vida, para amarnos en la escuelaAmor, amor... mañana nos veremos en la escuelaAmor, amor... si todos nos persiguen, si nuestro amor prohíbentendremos que llevar nuestro amor a la escuelahttp://www.coveralia.com/letras/amor-de-escuela-la-barra.php                          ;                  Yo a tu casa no puedo no ir, tu a la mía no puedes venirPorque tus padres y los míos se oponendicen que somos muy jóvenes para llevar un amorque tristes son los fines de semanapues no soporto ya no estar contigopor eso amo el lunes cuando llegas, para amarnos en la escuelaAmor, amor... mañana nos veremos en la escuelaAmor, amor... si todos nos persiguen, si nuestro amor prohíbentendremos que llevar nuestro amor a la escuela"
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/amor-de-locos-la-barra.php,Si supieras que yoaun sigo recordándotesi superas que yohoy tengo fríoen esta soledad todavía te sueñoy que a pesar del tiempoaun te quieroNo se que puedo hacer para curarmeporque aunque terminó todavía te esperono creas que ya no pienso en ti cada díay que a pesar del tiempo aun te quiero.Yo me pregunto que pasocon nuestro amor de locosyo no se como se rompiósin darnos cuentaporque dejamos escaparhttp://www.coveralia.com/letras/amor-de-locos-la-barra.php                          ;                  todo aquello que un díanos hizo tan felices y nos lleno el corazón.No se que puedo hacer para curarmeporque aunque terminó todavía te esperono creas que ya no pienso en ti cada díay que a pesar del tiempo aun te quiero.Yo me pregunto que pasocon nuestro amor de locosyo no se como se rompiósin darnos cuentaporque dejamos escapartodo aquello que un díanos hizo tan felices y nos lleno el corazón.
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/amor-de-mujer-la-barra.php,"AMOR DE MUJER Amor de mujeres como un juego de azarte da la buena suertete la puede quitaramor de mujera veces fuego y a veces hielosalvaje y trinomezcla de infiero y cielono me digas adiós jamásno te quiero perder jamás, jamásno me digas adiós jamás, jamásno me dejes de amaramor de mujercara y cruz de muchas vidascorazón de altos vuelosy duras caídasno me digas adiós jamáshttp://www.coveralia.com/letras/amor-de-mujer-la-barra.php                          ;                  no te quiero perder jamás, jamásno me digas adiós jamás, jamásno me dejes de amarno me digas adiós jamásno te quiero perder jamás, jamásno me digas adiós jamás, jamásno me dejes de amarno me digas adiós jamás, jamásno me dejes de amaramor de mujera veces fuego y a veces hielosalvaje y trinomezcla de infiero y cieloNo me digas adiós amor de mujerno te quiero perder amor de mujerno me digas adiós jamás, jamásno me dejes de amar amor de mujer.."
la barra,http://www.coveralia.com/letras-de/la-barra.php,http://www.coveralia.com/letras/amor-desperdiciado-la-barra.php,"Tanto que te amétanto que te di a tijamás te han contado,me dejas así.No sé donde fuiste ,ni por quien me has cambiadoque dura es la vidaviviéndola sin ti...dime cuando yo te falle,dime porque me has fallado túTanto amor desperdiciado,tantos besos que me disteno lo sentías de verdad.Me has cegado el corazónque ya no me sirve para nadacasi no puedo respirarTanto que te amétanto que te di a tijamás te han contado,me dejas así,no sé donde fuiste ,ni por quién me has cambiadoqué dura es la vidaviviéndola sin ti...http://www.coveralia.com/letras/amor-desperdiciado-la-barra.php                          ;                  dime cuando yo te falle,dime porque me has fallado túTanto amor desperdiciado,tantos besos que me disteno lo sentías de verdad.Me has cegado el corazónya no me sirve para nadacasi no puedo respirar.Tu me fingías el amoryo no merecía tanto dañoeso no se le hace a quien te ama,tú lo vas a pagar tú lo vas a pagarTanto amor desperdiciado,tantos besos que me disteno lo sentías de verdad.Me has cegado el corazónya no me sirve para nadacasi no puedo respirartú lo vas a pagar tu lo vas a pagartú lo vas a pagar tu lo vas a pagar."
